,date,maxO3,T6,T9,T12,T15,T18,Ne6,Ne9,Ne12,Ne15,Ne18,Vdir6,Vvit6,Vdir9,Vvit9,Vdir12,Vvit12,Vdir15,Vvit15,Vdir18,Vvit18,Vx,maxO3v,maxO3l
1120,2001-04-23,93.0,5.6,8.3,12.9,14.2,12.9,6.0,6.0,6.0,5.0,7.0,350.0,1.0,320.0,2.0,310.0,4.0,240.0,3.0,200.0,4.0,-3.0642,84.0,95.0
1121,2001-04-24,95.0,8.8,13.3,15.0,16.6,14.2,8.0,7.0,7.0,5.0,2.0,160.0,6.0,230.0,7.0,220.0,9.0,240.0,8.0,240.0,4.0,-5.7851,93.0,84.0
1122,2001-04-25,84.0,7.9,10.3,14.3,9.9,12.0,5.0,7.0,6.0,7.0,7.0,180.0,4.0,230.0,7.0,250.0,9.0,270.0,4.0,240.0,7.0,-8.4572,95.0,82.0
1123,2001-04-26,82.0,7.8,12.8,13.0,11.3,10.8,2.0,6.0,8.0,8.0,8.0,230.0,3.0,240.0,5.0,210.0,5.0,210.0,6.0,210.0,6.0,-2.5,84.0,87.0
1124,2001-04-27,87.0,10.6,12.8,14.8,16.3,14.0,8.0,7.0,7.0,6.0,7.0,180.0,4.0,230.0,4.0,220.0,4.0,290.0,4.0,350.0,5.0,-2.5712,82.0,93.0
1125,2001-04-28,93.0,11.3,10.9,12.8,16.0,14.0,8.0,8.0,6.0,5.0,6.0,240.0,4.0,240.0,3.0,240.0,5.0,250.0,5.0,240.0,5.0,-4.3301,87.0,90.0
1126,2001-04-29,90.0,8.5,11.8,10.6,12.7,9.4,6.0,7.0,7.0,7.0,7.0,190.0,4.0,210.0,5.0,240.0,5.0,220.0,7.0,250.0,4.0,-4.3301,93.0,83.0
1127,2001-04-30,83.0,12.303095752339813,16.38891288696904,19.42080633549316,20.34636429085673,18.78315334773218,4.998559077809798,5.159942363112392,5.337175792507205,5.150576368876081,4.716245487364621,192.56299496040316,2.4737221022318217,195.76673866090712,3.7329013678905687,205.0179985601152,4.508279337652988,208.35133189344853,4.782577393808495,190.8207343412527,4.392368610511159,-0.7478706263498921,90.0,91.0
1128,2001-05-01,91.0,9.4,10.4,10.7,12.8,13.4,8.0,8.0,7.0,7.0,5.0,50.0,7.0,100.0,5.0,100.0,8.0,160.0,8.0,150.0,5.0,7.8785,83.0,67.0
1129,2001-05-02,67.0,8.5,12.0,13.4,14.9,13.8,8.0,7.0,8.0,6.0,7.0,40.0,3.0,30.0,5.0,10.0,4.0,20.0,7.0,360.0,5.0,0.6946,91.0,62.0
1130,2001-05-03,62.0,9.7,10.0,10.8,10.2,8.5,8.0,8.0,8.0,8.0,8.0,330.0,2.0,330.0,3.0,360.0,3.0,320.0,2.0,340.0,3.0,0.0,67.0,80.0
1131,2001-05-04,80.0,8.7,8.7,9.7,10.4,9.8,8.0,8.0,8.0,8.0,8.0,30.0,5.0,20.0,4.0,30.0,7.0,40.0,8.0,20.0,5.0,3.5,62.0,88.0
1132,2001-05-05,88.0,6.9,9.6,12.1,12.8,11.3,1.0,2.0,2.0,2.0,3.0,10.0,6.0,10.0,9.0,30.0,9.0,20.0,9.0,30.0,8.0,4.5,80.0,83.0
1133,2001-05-06,83.0,5.8,8.4,9.8,11.0,10.8,7.0,7.0,7.0,7.0,7.0,10.0,4.0,30.0,5.0,30.0,7.0,30.0,7.0,20.0,5.0,3.5,88.0,75.0
1134,2001-05-07,75.0,7.7,11.1,14.7,15.1,13.4,8.0,7.0,6.0,3.0,2.0,10.0,3.0,40.0,5.0,20.0,5.0,10.0,7.0,10.0,6.0,1.7101,83.0,94.0
1135,2001-05-08,94.0,8.5,10.8,15.1,17.6,16.4,8.0,8.0,3.0,7.0,1.0,10.0,5.0,10.0,5.0,360.0,5.0,40.0,4.0,20.0,6.0,0.0,75.0,61.0
1136,2001-05-09,61.0,10.0,10.9,15.9,16.8,17.6,8.0,8.0,7.0,6.0,3.0,20.0,3.0,350.0,2.0,40.0,3.0,20.0,4.0,350.0,3.0,1.9284,94.0,63.0
1137,2001-05-10,63.0,10.4,12.5,17.3,19.9,18.8,6.0,7.0,8.0,8.0,8.0,310.0,1.0,10.0,1.0,40.0,1.0,350.0,1.0,100.0,3.0,0.6428,61.0,110.0
1138,2001-05-11,110.0,11.5,14.3,22.0,24.1,22.3,9.0,5.0,5.0,4.0,6.0,0.0,0.0,180.0,1.0,240.0,2.0,180.0,2.0,30.0,4.0,-1.7321,63.0,139.0
1139,2001-05-12,139.0,11.2,21.9,26.0,26.8,25.9,0.0,0.0,1.0,2.0,0.0,330.0,1.0,100.0,2.0,120.0,5.0,110.0,5.0,100.0,4.0,4.3301,110.0,94.0
1140,2001-05-13,94.0,15.6,15.6,16.8,17.6,17.8,8.0,7.0,7.0,6.0,6.0,160.0,1.0,260.0,6.0,250.0,5.0,240.0,5.0,270.0,3.0,-4.6985,139.0,94.0
1141,2001-05-14,94.0,8.8,15.8,19.6,19.2,19.1,6.0,6.0,5.0,7.0,7.0,210.0,1.0,120.0,3.0,170.0,3.0,170.0,3.0,170.0,3.0,0.5209,94.0,88.0
1142,2001-05-15,88.0,9.9,14.8,14.9,17.7,14.9,5.0,7.0,7.0,5.0,7.0,110.0,1.0,220.0,3.0,210.0,4.0,220.0,9.0,230.0,5.0,-2.0,94.0,96.0
1143,2001-05-16,96.0,13.2,13.2,15.7,17.3,15.7,6.0,7.0,7.0,5.0,7.0,220.0,7.0,230.0,5.0,230.0,6.0,210.0,9.0,230.0,7.0,-4.5963,88.0,84.0
1144,2001-05-17,84.0,9.1,12.7,13.7,14.1,13.1,1.0,7.0,6.0,7.0,5.0,250.0,4.0,260.0,5.0,260.0,4.0,270.0,6.0,260.0,4.0,-3.9392,96.0,80.0
1145,2001-05-18,80.0,8.9,13.7,16.1,16.7,14.9,3.0,5.0,2.0,1.0,0.0,270.0,3.0,320.0,6.0,340.0,6.0,350.0,6.0,360.0,5.0,-2.0521,84.0,88.0
1146,2001-05-19,88.0,6.8,13.9,16.2,16.7,15.9,0.0,4.0,6.0,7.0,1.0,300.0,1.0,20.0,2.0,350.0,2.0,360.0,5.0,10.0,5.0,-0.3473,80.0,101.0
1147,2001-05-20,101.0,10.3,16.8,19.9,21.3,20.0,5.0,3.0,3.0,3.0,2.0,20.0,2.0,60.0,3.0,70.0,6.0,20.0,6.0,50.0,6.0,5.6382,88.0,117.0
1148,2001-05-21,117.0,10.6,16.8,22.1,23.4,22.3,0.0,0.0,0.0,1.0,1.0,40.0,2.0,20.0,4.0,70.0,6.0,50.0,6.0,30.0,6.0,5.6382,101.0,109.0
1149,2001-05-22,109.0,10.9,17.5,22.5,25.2,24.2,1.0,2.0,2.0,3.0,5.0,360.0,2.0,360.0,2.0,40.0,5.0,60.0,5.0,40.0,5.0,3.2139,117.0,122.0
1150,2001-05-23,122.0,14.9,20.2,22.8,24.2,22.5,5.0,3.0,1.0,3.0,1.0,360.0,2.0,40.0,2.0,50.0,3.0,350.0,4.0,350.0,6.0,2.2981,109.0,143.0
1151,2001-05-24,143.0,12.4,19.4,24.6,25.2,23.7,1.0,1.0,3.0,5.0,3.0,320.0,2.0,210.0,1.0,80.0,1.0,20.0,2.0,10.0,2.0,0.9848,122.0,130.0
1152,2001-05-25,130.0,13.3,17.8,21.4,21.5,19.4,8.0,3.0,6.0,7.0,7.0,230.0,4.0,250.0,3.0,200.0,4.0,220.0,3.0,230.0,4.0,-1.3681,143.0,110.0
1153,2001-05-26,110.0,13.3,16.9,20.3,20.5,19.3,7.0,7.0,7.0,7.0,7.0,300.0,2.0,210.0,2.0,270.0,3.0,270.0,3.0,270.0,2.0,-3.0,130.0,80.0
1154,2001-05-27,80.0,13.2,16.1,20.2,23.6,24.2,9.0,7.0,6.0,5.0,3.0,0.0,0.0,290.0,2.0,290.0,2.0,270.0,2.0,250.0,1.0,-1.8794,110.0,106.0
1155,2001-05-28,106.0,14.2,21.9,26.9,28.9,29.3,5.0,6.0,5.0,3.0,1.0,0.0,0.0,240.0,2.0,280.0,2.0,320.0,2.0,310.0,2.0,-1.9696,80.0,61.0
1156,2001-05-29,61.0,13.2,15.3,21.4,25.7,22.9,8.0,8.0,4.0,3.0,4.0,10.0,3.0,350.0,3.0,20.0,3.0,350.0,2.0,20.0,5.0,1.0261,106.0,80.0
1157,2001-05-30,80.0,14.5,21.6,25.0,23.7,20.0,5.0,3.0,3.0,3.0,1.0,360.0,2.0,20.0,2.0,360.0,4.0,350.0,5.0,350.0,6.0,0.0,61.0,84.0
1158,2001-05-31,84.0,13.3,16.5,19.1,18.3,16.4,3.0,6.0,4.0,2.0,1.0,340.0,3.0,320.0,5.0,350.0,7.0,350.0,7.0,360.0,6.0,-1.2155,80.0,87.0
1159,2001-06-01,87.0,10.1,15.6,18.5,18.4,17.9,1.0,4.0,4.0,8.0,5.0,300.0,2.0,10.0,4.0,340.0,5.0,350.0,4.0,340.0,5.0,-1.7101,84.0,82.0
1160,2001-06-02,82.0,12.8,17.0,18.4,17.7,15.8,6.0,5.0,5.0,7.0,7.0,250.0,3.0,300.0,5.0,330.0,8.0,330.0,6.0,360.0,4.0,-4.0,87.0,92.0
1161,2001-06-03,92.0,11.3,15.3,17.6,19.5,18.3,1.0,2.0,5.0,4.0,1.0,60.0,2.0,80.0,3.0,70.0,2.0,10.0,3.0,30.0,3.0,1.8794,82.0,114.0
1162,2001-06-04,114.0,9.3,16.2,19.7,22.5,22.5,1.0,1.0,1.0,0.0,1.0,50.0,2.0,80.0,1.0,10.0,2.0,350.0,1.0,20.0,1.0,0.3473,92.0,94.0
1163,2001-06-05,94.0,12.0,17.4,20.5,20.4,18.7,6.0,8.0,8.0,7.0,7.0,110.0,1.0,210.0,1.0,260.0,3.0,240.0,5.0,240.0,5.0,-2.9544,114.0,80.0
1164,2001-06-06,80.0,13.1,17.7,19.8,18.3,16.7,7.0,6.0,6.0,7.0,8.0,240.0,3.0,290.0,6.0,270.0,5.0,270.0,6.0,260.0,6.0,-5.0,94.0,79.0
1165,2001-06-07,79.0,13.4,16.8,15.6,14.9,14.4,7.0,7.0,8.0,8.0,8.0,240.0,3.0,240.0,5.0,250.0,2.0,250.0,4.0,250.0,3.0,-1.8794,80.0,70.0
1166,2001-06-08,70.0,11.3,13.4,13.8,15.4,15.0,8.0,8.0,8.0,8.0,4.716245487364621,310.0,1.0,30.0,2.0,360.0,3.0,360.0,4.0,20.0,3.0,0.0,79.0,99.0
1167,2001-06-09,99.0,10.9,15.1,17.6,18.9,17.0,7.0,2.0,4.0,4.0,4.716245487364621,10.0,3.0,60.0,3.0,350.0,4.0,360.0,3.0,360.0,7.0,-0.6946,70.0,79.0
1168,2001-06-10,79.0,9.3,14.9,17.5,18.9,16.8,6.0,5.0,5.0,4.0,2.0,300.0,2.0,360.0,4.0,350.0,6.0,350.0,8.0,340.0,8.0,-1.0419,99.0,101.0
1169,2001-06-11,101.0,9.1,16.1,19.6,21.4,19.9,0.0,2.0,4.0,4.0,5.0,0.0,0.0,310.0,1.0,340.0,3.0,310.0,3.0,10.0,4.0,-1.0261,79.0,106.0
1170,2001-06-12,106.0,10.1,18.3,21.9,22.9,21.7,7.0,5.0,6.0,8.0,7.0,300.0,1.0,140.0,2.0,230.0,3.0,260.0,4.0,280.0,2.0,-2.2981,101.0,101.0
1171,2001-06-13,101.0,12.5,17.3,19.3,20.2,19.1,1.0,7.0,7.0,3.0,1.0,280.0,2.0,330.0,3.0,330.0,3.0,350.0,5.0,360.0,5.0,-1.5,106.0,90.0
1172,2001-06-14,90.0,12.5,17.6,20.3,17.4,16.1,6.0,7.0,6.0,8.0,8.0,110.0,1.0,170.0,4.0,190.0,6.0,190.0,4.0,180.0,6.0,-1.0419,101.0,72.0
1173,2001-06-15,72.0,14.3,18.3,19.6,19.4,18.6,6.0,7.0,5.0,6.0,6.0,190.0,5.0,190.0,5.0,200.0,8.0,230.0,9.0,200.0,7.0,-2.7362,90.0,70.0
1174,2001-06-16,70.0,14.7,17.1,18.2,18.0,15.8,8.0,7.0,7.0,7.0,7.0,200.0,4.0,240.0,5.0,260.0,8.0,240.0,6.0,280.0,4.0,-7.8785,72.0,83.0
1175,2001-06-17,83.0,13.4,15.4,17.4,16.6,15.9,7.0,8.0,7.0,7.0,6.0,270.0,4.0,300.0,5.0,340.0,6.0,330.0,6.0,330.0,7.0,-2.0521,70.0,88.0
1176,2001-06-18,88.0,10.7,15.9,19.1,21.5,19.9,1.0,6.0,5.0,4.0,3.0,300.0,2.0,10.0,3.0,260.0,3.0,340.0,3.0,360.0,5.0,-2.9544,83.0,121.0
1177,2001-06-19,121.0,12.7,18.3,22.6,23.7,23.5,4.998559077809798,5.159942363112392,5.337175792507205,5.150576368876081,4.716245487364621,90.0,2.0,120.0,1.0,290.0,2.0,90.0,3.0,100.0,4.0,-1.8794,88.0,145.0
1178,2001-06-20,145.0,15.0,21.0,24.6,26.9,26.7,0.0,0.0,1.0,1.0,0.0,90.0,1.0,200.0,1.0,310.0,2.0,340.0,2.0,310.0,2.0,-1.5321,121.0,81.0
1179,2001-06-21,81.0,13.4,16.2,22.4,23.4,22.8,8.0,8.0,3.0,1.0,0.0,10.0,3.0,360.0,2.0,10.0,2.0,320.0,4.0,10.0,5.0,0.3473,145.0,121.0
1180,2001-06-22,121.0,12.9,19.7,24.2,26.9,26.9,2.0,2.0,1.0,0.0,0.0,0.0,0.0,50.0,2.0,60.0,2.0,90.0,2.0,330.0,3.0,1.7321,81.0,146.0
1181,2001-06-23,146.0,16.5,23.6,28.6,28.4,22.5,3.0,1.0,1.0,2.0,0.0,110.0,2.0,150.0,2.0,220.0,3.0,350.0,7.0,10.0,6.0,-1.9284,121.0,121.0
1182,2001-06-24,121.0,15.3,20.4,25.2,27.7,25.0,6.0,1.0,0.0,0.0,0.0,350.0,4.0,360.0,4.0,350.0,3.0,20.0,3.0,360.0,6.0,-0.5209,146.0,146.0
1183,2001-06-25,146.0,17.3,27.0,32.7,33.7,32.6,0.0,0.0,0.0,0.0,2.0,20.0,2.0,100.0,3.0,110.0,7.0,120.0,5.0,110.0,5.0,6.5778,121.0,108.0
1184,2001-06-26,108.0,20.7,24.0,23.5,25.1,20.8,0.0,4.0,4.0,0.0,6.0,190.0,1.0,220.0,4.0,220.0,6.0,250.0,5.0,240.0,5.0,-3.8567,146.0,83.0
1185,2001-06-27,83.0,16.2,19.7,22.9,24.8,22.5,6.0,7.0,6.0,6.0,7.0,220.0,2.0,240.0,3.0,260.0,4.0,260.0,5.0,250.0,4.0,-3.9392,108.0,57.0
1186,2001-06-28,57.0,14.3,20.1,22.4,22.8,22.3,5.0,7.0,6.0,7.0,1.0,200.0,3.0,250.0,6.0,230.0,5.0,230.0,6.0,230.0,5.0,-3.8302,83.0,81.0
1187,2001-06-29,81.0,14.6,19.6,25.1,27.2,24.6,7.0,3.0,4.0,4.0,6.0,0.0,0.0,220.0,3.0,220.0,4.0,240.0,5.0,240.0,4.0,-2.5712,57.0,67.0
1188,2001-06-30,67.0,16.8,19.5,23.4,23.7,22.2,8.0,5.0,5.0,4.0,3.0,210.0,2.0,310.0,2.0,310.0,4.0,350.0,5.0,350.0,6.0,-3.0642,81.0,70.0
1189,2001-07-01,70.0,14.1,18.8,22.7,24.9,23.4,7.0,5.0,2.0,1.0,0.0,290.0,1.0,20.0,2.0,360.0,4.0,20.0,4.0,10.0,4.0,0.0,67.0,106.0
1190,2001-07-02,106.0,16.8,24.1,28.4,30.1,30.0,0.0,0.0,0.0,1.0,1.0,30.0,2.0,110.0,3.0,100.0,4.0,60.0,4.0,100.0,4.0,3.9392,70.0,139.0
1191,2001-07-03,139.0,20.4,26.6,30.1,31.9,29.1,0.0,0.0,1.0,4.0,5.0,90.0,2.0,110.0,2.0,150.0,4.0,160.0,4.0,240.0,6.0,2.0,106.0,79.0
1192,2001-07-04,79.0,17.7,19.5,18.8,17.8,17.0,7.0,8.0,8.0,8.0,7.0,240.0,3.0,170.0,4.0,240.0,1.0,200.0,3.0,240.0,1.0,-0.866,139.0,93.0
1193,2001-07-05,93.0,16.0,16.8,18.2,22.0,24.0,7.0,8.0,8.0,6.0,3.0,300.0,1.0,0.0,0.0,180.0,1.0,140.0,2.0,300.0,2.0,0.0,79.0,97.0
1194,2001-07-06,97.0,16.0,20.8,23.7,25.0,22.0,6.0,2.0,3.0,4.0,5.0,360.0,3.0,360.0,4.0,20.0,5.0,340.0,8.0,350.0,7.0,1.7101,93.0,113.0
1195,2001-07-07,113.0,15.5,17.5,18.2,22.7,21.8,8.0,8.0,8.0,5.0,7.0,230.0,2.0,250.0,4.0,280.0,4.0,250.0,5.0,240.0,5.0,-3.9392,97.0,72.0
1196,2001-07-08,72.0,14.1,18.1,21.2,23.9,22.1,7.0,7.0,6.0,4.0,3.0,210.0,2.0,300.0,3.0,260.0,4.0,250.0,4.0,270.0,5.0,-3.9392,113.0,88.0
1197,2001-07-09,88.0,12.4,19.2,22.0,25.2,23.3,3.0,4.0,7.0,4.0,4.0,210.0,1.0,280.0,2.0,230.0,4.0,270.0,4.0,230.0,6.0,-3.0642,72.0,77.0
1198,2001-07-10,77.0,17.6,19.4,20.7,22.5,19.5,8.0,7.0,8.0,7.0,8.0,210.0,5.0,250.0,7.0,250.0,6.0,270.0,9.0,240.0,6.0,-5.6382,88.0,71.0
1199,2001-07-11,71.0,14.0,19.2,21.0,22.4,21.4,1.0,6.0,4.0,6.0,5.0,250.0,4.0,280.0,8.0,260.0,7.0,260.0,7.0,250.0,6.0,-6.8937,77.0,56.0
1200,2001-07-12,56.0,13.2,13.8,17.3,18.5,19.6,8.0,8.0,8.0,6.0,6.0,190.0,4.0,150.0,3.0,310.0,5.0,340.0,6.0,330.0,3.0,-3.8302,71.0,45.0
1201,2001-07-13,45.0,13.5,14.3,14.5,15.2,15.1,7.0,8.0,8.0,8.0,8.0,180.0,2.0,160.0,2.0,90.0,4.0,80.0,3.0,0.0,0.0,4.0,56.0,67.0
1202,2001-07-14,67.0,12.3,15.6,18.6,20.3,18.5,8.0,5.0,7.0,5.0,6.0,360.0,3.0,320.0,5.0,290.0,4.0,270.0,4.0,10.0,5.0,-3.7588,45.0,67.0
1203,2001-07-15,67.0,10.9,16.9,19.1,19.5,14.4,1.0,5.0,5.0,6.0,7.0,290.0,2.0,310.0,3.0,290.0,4.0,360.0,5.0,290.0,3.0,-3.7588,67.0,84.0
1204,2001-07-16,84.0,13.7,17.4,20.4,21.4,20.4,4.0,3.0,4.0,6.0,6.0,320.0,1.0,360.0,1.0,170.0,2.0,240.0,3.0,230.0,4.0,0.3473,67.0,63.0
1205,2001-07-17,63.0,13.4,15.1,20.5,20.6,16.8,8.0,8.0,6.0,6.0,6.0,160.0,7.0,150.0,4.0,230.0,7.0,230.0,8.0,240.0,6.0,-5.3623,84.0,69.0
1206,2001-07-18,69.0,14.9,15.1,15.6,15.9,15.7,8.0,8.0,8.0,8.0,8.0,230.0,8.0,230.0,6.0,230.0,5.0,240.0,5.0,240.0,4.0,-3.8302,63.0,92.0
1207,2001-07-19,92.0,14.5,16.7,19.1,19.3,18.4,6.0,7.0,6.0,4.0,2.0,330.0,5.0,340.0,6.0,320.0,7.0,340.0,8.0,330.0,7.0,-4.4995,69.0,88.0
1208,2001-07-20,88.0,13.1,16.9,20.3,20.7,17.9,6.0,6.0,6.0,5.0,7.0,280.0,3.0,290.0,3.0,240.0,4.0,210.0,6.0,230.0,6.0,-3.4641,92.0,66.0
1209,2001-07-21,66.0,16.8,18.0,21.6,23.3,22.0,8.0,8.0,6.0,5.0,5.0,200.0,5.0,210.0,6.0,210.0,7.0,220.0,5.0,220.0,4.0,-3.5,88.0,72.0
1210,2001-07-22,72.0,14.8,18.6,21.9,23.6,21.5,7.0,4.0,7.0,6.0,6.0,160.0,1.0,120.0,1.0,260.0,2.0,340.0,3.0,360.0,5.0,-1.9696,66.0,81.0
1211,2001-07-23,81.0,15.5,18.8,22.5,23.9,20.6,7.0,6.0,3.0,2.0,3.0,10.0,3.0,10.0,3.0,330.0,2.0,330.0,4.0,10.0,6.0,-1.0,72.0,83.0
1212,2001-07-24,83.0,13.2,19.0,22.5,24.1,22.3,1.0,2.0,4.0,6.0,4.0,10.0,2.0,360.0,3.0,340.0,3.0,10.0,3.0,10.0,5.0,-1.0261,81.0,149.0
1213,2001-07-25,149.0,12.6,19.9,26.9,29.0,27.3,1.0,3.0,4.0,3.0,5.0,330.0,2.0,90.0,1.0,290.0,1.0,320.0,1.0,10.0,6.0,-0.9397,83.0,153.0
1214,2001-07-26,153.0,14.8,23.8,27.7,29.4,27.7,0.0,1.0,1.0,4.0,1.0,300.0,1.0,70.0,1.0,30.0,3.0,360.0,2.0,10.0,4.0,1.5,149.0,159.0
1215,2001-07-27,159.0,17.3,24.0,28.3,26.5,23.6,1.0,2.0,2.0,7.0,7.0,220.0,1.0,340.0,1.0,40.0,2.0,270.0,2.0,40.0,3.0,1.2856,153.0,149.0
1216,2001-07-28,149.0,17.9,23.3,27.6,28.8,28.7,5.0,4.0,6.0,3.0,2.0,320.0,2.0,120.0,1.0,230.0,2.0,350.0,1.0,140.0,3.0,-1.5321,159.0,160.0
1217,2001-07-29,160.0,19.9,25.0,29.6,31.1,30.2,7.0,0.0,3.0,5.0,6.0,70.0,1.0,130.0,2.0,200.0,2.0,110.0,3.0,0.0,0.0,-0.684,149.0,156.0
1218,2001-07-30,156.0,18.7,24.9,30.5,32.2,28.3,0.0,0.0,1.0,4.0,1.0,300.0,1.0,330.0,1.0,250.0,2.0,220.0,2.0,360.0,5.0,-1.8794,160.0,84.0
1219,2001-07-31,84.0,17.8,20.5,26.3,27.8,25.2,6.0,1.0,0.0,2.0,1.0,10.0,4.0,340.0,4.0,350.0,4.0,360.0,4.0,10.0,5.0,-0.6946,156.0,126.0
1220,2001-08-01,126.0,17.3,25.3,29.5,31.2,30.0,3.0,1.0,4.0,4.0,1.0,30.0,3.0,90.0,3.0,110.0,4.0,90.0,5.0,90.0,4.0,3.7588,84.0,116.0
1221,2001-08-02,116.0,20.4,21.3,23.8,22.1,19.1,7.0,7.0,7.0,8.0,7.0,110.0,4.0,180.0,4.0,200.0,7.0,190.0,8.0,250.0,2.0,-2.3941,126.0,77.0
1222,2001-08-03,77.0,15.6,20.0,18.2,23.6,17.4,6.0,5.0,7.0,6.0,7.0,230.0,3.0,240.0,4.0,300.0,3.0,290.0,4.0,10.0,4.0,-2.5981,116.0,63.0
1223,2001-08-04,63.0,13.3,18.7,20.6,20.3,17.6,1.0,6.0,7.0,7.0,7.0,210.0,2.0,270.0,5.0,260.0,5.0,250.0,6.0,230.0,2.0,-4.924,77.0,54.0
1224,2001-08-05,54.0,16.4,18.6,18.7,17.8,17.3,7.0,8.0,8.0,8.0,7.0,240.0,3.0,250.0,5.0,210.0,5.0,190.0,5.0,180.0,5.0,-2.5,63.0,65.0
1225,2001-08-06,65.0,17.4,19.2,23.0,22.7,21.3,7.0,8.0,7.0,7.0,6.0,230.0,3.0,230.0,5.0,260.0,5.0,250.0,6.0,280.0,5.0,-4.924,54.0,72.0
1226,2001-08-07,72.0,17.9,19.9,21.6,20.4,16.5,8.0,7.0,7.0,8.0,7.0,190.0,5.0,210.0,6.0,230.0,6.0,240.0,6.0,230.0,3.0,-4.5963,65.0,60.0
1227,2001-08-08,60.0,15.1,18.7,21.4,21.7,19.5,6.0,7.0,7.0,7.0,6.0,230.0,4.0,250.0,6.0,240.0,7.0,260.0,7.0,240.0,6.0,-6.0622,72.0,70.0
1228,2001-08-09,70.0,13.3,18.4,17.1,20.5,18.6,2.0,3.0,6.0,3.0,2.0,220.0,2.0,280.0,6.0,320.0,5.0,320.0,7.0,330.0,7.0,-3.2139,60.0,77.0
1229,2001-08-10,77.0,10.6,17.1,20.0,20.8,20.3,3.0,4.0,5.0,4.0,1.0,250.0,1.0,320.0,3.0,340.0,3.0,10.0,3.0,360.0,4.0,-1.0261,70.0,98.0
1230,2001-08-11,98.0,10.4,17.8,22.8,24.3,24.2,2.0,1.0,1.0,0.0,1.0,0.0,0.0,180.0,3.0,230.0,2.0,210.0,2.0,290.0,2.0,-1.5321,77.0,111.0
1231,2001-08-12,111.0,13.0,20.9,25.2,26.7,24.9,1.0,1.0,5.0,2.0,1.0,350.0,1.0,200.0,3.0,270.0,3.0,230.0,3.0,270.0,4.0,-3.0,98.0,75.0
1232,2001-08-13,75.0,17.1,18.8,20.5,26.0,26.9,8.0,8.0,7.0,1.0,0.0,150.0,1.0,240.0,1.0,0.0,0.0,360.0,1.0,220.0,2.0,0.0,111.0,116.0
1233,2001-08-14,116.0,15.0,23.5,29.8,31.7,30.0,0.0,1.0,3.0,5.0,6.0,10.0,1.0,110.0,2.0,160.0,4.0,170.0,4.0,150.0,2.0,1.3681,75.0,109.0
1236,2001-08-17,84.92826880934989,12.2,18.9,22.2,24.4,22.7,1.0,4.0,5.0,6.0,7.0,0.0,0.0,210.0,2.0,160.0,3.0,210.0,5.0,190.0,3.0,1.0261,85.0370588235294,86.0
1237,2001-08-18,86.0,17.5,19.8,22.7,21.1,20.3,8.0,7.0,7.0,7.0,7.0,120.0,2.0,110.0,3.0,160.0,5.0,210.0,5.0,200.0,7.0,1.7101,85.0370588235294,67.0
1238,2001-08-19,67.0,16.7,18.8,21.1,18.9,16.1,7.0,7.0,7.0,8.0,8.0,220.0,4.0,230.0,7.0,230.0,7.0,210.0,5.0,230.0,2.0,-5.3623,86.0,76.0
1239,2001-08-20,76.0,13.4,17.8,21.3,24.0,21.2,5.0,7.0,5.0,5.0,5.0,240.0,1.0,310.0,4.0,310.0,3.0,260.0,4.0,250.0,2.0,-2.2981,67.0,113.0
1240,2001-08-21,113.0,12.0,20.6,24.8,27.0,24.6,3.0,1.0,1.0,2.0,1.0,120.0,1.0,160.0,4.0,170.0,5.0,230.0,3.0,270.0,4.0,0.8682,76.0,117.0
1241,2001-08-22,117.0,14.7,21.6,26.9,28.6,28.0,3.0,6.0,6.0,4.0,2.0,280.0,1.0,50.0,2.0,140.0,3.0,140.0,3.0,130.0,1.0,1.9284,113.0,131.0
1242,2001-08-23,131.0,16.1,22.7,28.4,30.1,27.1,4.0,5.0,3.0,3.0,3.0,0.0,0.0,170.0,1.0,260.0,2.0,220.0,3.0,20.0,4.0,-1.9696,117.0,166.0
1243,2001-08-24,166.0,17.2,19.8,27.2,30.8,30.3,8.0,4.0,0.0,1.0,0.0,10.0,2.0,40.0,1.0,300.0,1.0,20.0,2.0,360.0,2.0,-0.866,131.0,159.0
1244,2001-08-25,159.0,17.7,25.0,33.5,35.5,32.5,9.0,1.0,1.0,1.0,5.0,350.0,1.0,150.0,2.0,170.0,4.0,200.0,5.0,240.0,2.0,0.6946,166.0,100.0
1245,2001-08-26,100.0,18.6,20.1,22.9,27.6,27.9,8.0,8.0,8.0,6.0,7.0,20.0,4.0,40.0,2.0,300.0,2.0,200.0,2.0,0.0,0.0,-1.7321,159.0,114.0
1246,2001-08-27,114.0,19.2,21.0,26.3,26.4,24.0,6.0,7.0,4.0,5.0,3.0,30.0,4.0,50.0,4.0,70.0,3.0,20.0,4.0,30.0,5.0,2.8191,100.0,112.0
1247,2001-08-28,112.0,15.2,21.0,24.4,26.8,24.9,1.0,1.0,6.0,3.0,5.0,90.0,4.0,90.0,4.0,90.0,4.0,70.0,4.0,70.0,4.0,4.0,114.0,101.0
1248,2001-08-29,101.0,16.1,16.9,17.8,20.6,20.7,7.0,7.0,7.0,7.0,6.0,60.0,1.0,270.0,2.0,350.0,3.0,70.0,2.0,340.0,5.0,-0.5209,112.0,76.0
1249,2001-08-30,76.0,14.4,17.5,18.6,18.7,18.2,7.0,7.0,7.0,7.0,7.0,270.0,2.0,300.0,4.0,270.0,4.0,240.0,2.0,290.0,3.0,-4.0,101.0,59.0
