,maxO3,T6,T9,T12,T15,T18,Ne6,Ne9,Ne12,Ne15,Ne18,Vdir6,Vvit6,Vdir9,Vvit9,Vdir12,Vvit12,Vdir15,Vvit15,Vdir18,Vvit18,Vx,maxO3v,maxO3l
469,76.8,15.8,20.6,24.0,24.9,24.2,5.0,6.0,6.0,7.0,6.0,190.0,2.0,280.0,1.0,270.0,3.0,230.0,3.0,260.0,5.0,-3.0,71.4,67.8
470,67.8,15.3,17.5,19.8,22.0,19.6,2.0,7.0,6.0,5.0,4.0,320.0,3.0,330.0,3.0,340.0,3.0,30.0,3.0,350.0,5.0,-1.0261,76.8,65.6
471,65.6,13.1,19.5,23.5,23.7,24.7,1.0,4.0,7.0,7.0,3.0,220.0,2.0,260.0,2.0,240.0,3.0,280.0,2.0,220.0,1.0,-2.5981,67.8,67.4
472,67.4,16.7,17.3,20.6,20.2,17.8,7.0,8.0,5.0,4.0,8.0,360.0,3.0,30.0,4.0,10.0,4.0,360.0,7.0,10.0,7.0,0.6946,65.6,66.8
473,66.8,15.7,18.1,19.7,22.0,20.1,8.0,8.0,7.0,6.0,7.0,350.0,4.0,350.0,3.0,310.0,5.0,350.0,8.0,330.0,5.0,-3.8302,67.4,80.2
474,80.2,14.6,16.8,20.3,20.9,20.1,4.0,7.0,5.0,4.0,0.0,330.0,3.0,350.0,5.0,350.0,5.0,350.0,6.0,350.0,5.0,-0.8682,66.8,99.2
475,99.2,12.9,19.6,22.8,24.3,23.1,1.0,5.0,4.0,3.0,2.0,300.0,2.0,20.0,3.0,40.0,3.0,30.0,2.0,20.0,6.0,1.9284,80.2,99.0
476,99.0,12.1,20.7,23.9,25.3,24.4,2.0,3.0,6.0,6.0,5.0,330.0,1.0,60.0,4.0,70.0,4.0,60.0,5.0,50.0,5.0,3.7588,99.2,98.6
477,98.6,13.9,21.2,24.2,26.2,25.1,3.0,3.0,3.0,3.0,5.0,30.0,2.0,80.0,4.0,70.0,4.0,80.0,6.0,60.0,5.0,3.7588,99.0,109.2
478,109.2,13.4,23.2,26.3,27.3,25.7,1.0,2.0,4.0,3.0,2.0,310.0,1.0,80.0,3.0,70.0,5.0,80.0,4.0,40.0,4.0,4.6985,98.6,135.6
479,135.6,14.2,22.2,26.7,27.6,24.5,1.0,4.0,5.0,3.0,1.0,310.0,2.0,360.0,2.0,10.0,3.0,360.0,5.0,360.0,6.0,0.5209,109.2,124.8
480,124.8,13.2,20.0,24.5,21.8,20.3,7.0,7.0,7.0,8.0,7.0,300.0,2.0,320.0,1.0,250.0,5.0,260.0,5.0,240.0,5.0,-4.6985,135.6,40.2
481,40.2,15.1,15.1,21.1,22.9,21.8,8.0,8.0,8.0,7.0,7.0,240.0,3.0,190.0,4.0,240.0,5.0,280.0,6.0,280.0,5.0,-4.3301,124.8,39.4
482,39.4,16.5,19.5,23.0,24.7,23.3,7.0,7.0,7.0,7.0,8.0,170.0,1.0,220.0,4.0,240.0,4.0,260.0,6.0,260.0,5.0,-3.4641,40.2,74.8
483,74.8,18.2,18.9,23.0,24.5,22.9,7.0,7.0,5.0,3.0,1.0,330.0,1.0,360.0,3.0,320.0,3.0,360.0,5.0,30.0,5.0,-1.9284,39.4,90.2
484,90.2,13.0,20.2,24.7,27.2,24.0,1.0,2.0,3.0,5.0,6.0,340.0,1.0,50.0,2.0,340.0,2.0,350.0,2.0,40.0,6.0,-0.684,74.8,112.0
485,112.0,14.5,22.8,28.4,30.0,27.8,5.0,4.0,2.0,6.0,5.0,0.0,0.0,120.0,3.0,160.0,3.0,240.0,4.0,230.0,4.0,1.0261,90.2,77.2
486,77.2,15.3,19.6,21.8,23.6,20.0,6.0,8.0,6.0,3.0,6.0,210.0,1.0,330.0,5.0,10.0,4.0,350.0,5.0,10.0,6.0,0.6946,112.0,67.0
487,67.0,12.2,17.7,20.8,23.2,19.9,6.0,7.0,7.0,6.0,7.0,250.0,1.0,300.0,4.0,320.0,4.0,330.0,4.0,20.0,6.0,-2.5712,77.2,74.6
488,74.6,13.2,18.3,21.5,25.3,23.6,7.0,7.0,2.0,1.0,2.0,290.0,3.0,300.0,3.0,310.0,3.0,310.0,3.0,30.0,6.0,-2.2981,67.0,37.4
489,37.4,18.2,19.3,21.7,24.0,24.0,8.0,8.0,7.0,8.0,7.0,300.0,1.0,340.0,1.0,30.0,2.0,20.0,2.0,30.0,2.0,1.0,74.6,88.8
490,88.8,18.3,21.7,27.6,30.1,29.4,7.0,7.0,5.0,6.0,2.0,20.0,2.0,110.0,1.0,110.0,2.0,190.0,3.0,240.0,4.0,1.8794,37.4,71.2
491,71.2,17.4,22.1,23.2,24.7,23.6,3.0,2.0,7.0,7.0,6.0,0.0,0.0,290.0,2.0,200.0,3.0,180.0,3.0,190.0,2.0,-1.0261,88.8,49.8
492,49.8,18.4,19.6,23.1,21.3,22.9,8.0,7.0,7.0,7.0,7.0,340.0,3.0,310.0,1.0,260.0,2.0,110.0,1.0,40.0,1.0,-1.9696,71.2,87.4
493,87.4,16.7,20.2,24.8,26.6,26.2,6.0,2.0,3.0,3.0,4.0,270.0,1.0,310.0,2.0,280.0,2.0,130.0,1.0,250.0,2.0,-1.9696,49.8,82.6
494,82.6,19.6,23.6,24.1,26.4,24.8,5.0,7.0,8.0,4.0,6.0,100.0,1.0,110.0,2.0,160.0,2.0,70.0,3.0,360.0,5.0,0.684,87.4,114.6
495,114.6,16.6,19.7,26.8,29.9,27.1,9.0,2.0,1.0,3.0,0.0,10.0,2.0,350.0,3.0,20.0,2.0,50.0,3.0,40.0,5.0,0.684,82.6,121.8
496,121.8,17.3,24.4,29.1,31.2,29.3,1.0,2.0,5.0,6.0,4.0,360.0,2.0,60.0,1.0,70.0,2.0,50.0,5.0,40.0,5.0,1.8794,114.6,142.8
497,142.8,17.5,25.1,31.4,22.7,22.5,4.0,6.0,7.0,7.0,7.0,330.0,1.0,50.0,2.0,110.0,5.0,320.0,5.0,60.0,3.0,4.6985,121.8,95.4
498,95.4,19.5,20.0,21.8,24.3,25.8,8.0,8.0,8.0,6.0,2.0,230.0,2.0,330.0,1.0,310.0,4.0,320.0,3.0,0.0,0.0,-3.0642,142.8,131.8
499,131.8,16.5,19.0,25.8,29.2,28.7,9.0,3.0,3.0,4.0,2.0,30.0,1.0,340.0,1.0,330.0,1.0,220.0,1.0,50.0,2.0,-0.5,95.4,84.0
500,84.0,17.4,22.4,25.2,27.5,24.1,3.0,4.0,3.0,1.0,1.0,220.0,1.0,240.0,3.0,290.0,3.0,300.0,4.0,20.0,5.0,-2.8191,131.8,102.6
501,102.6,15.7,21.4,26.5,27.9,25.0,2.0,5.0,1.0,2.0,7.0,10.0,2.0,70.0,2.0,290.0,1.0,30.0,2.0,30.0,5.0,-0.9397,84.0,134.4
502,134.4,18.0,23.0,28.5,29.8,28.1,6.0,3.0,7.0,2.0,3.0,30.0,3.0,70.0,3.0,80.0,4.0,90.0,4.0,150.0,4.0,3.9392,102.6,119.4
503,119.4,18.8,24.4,28.7,30.1,20.2,1.0,4.0,5.0,6.0,5.0,0.0,0.0,140.0,2.0,180.0,1.0,130.0,1.0,170.0,1.0,0.0,134.4,87.6
504,87.6,17.5,18.3,21.0,22.8,23.3,8.0,8.0,8.0,7.0,1.0,350.0,3.0,330.0,2.0,300.0,1.0,10.0,1.0,30.0,3.0,-0.866,119.4,108.0
505,108.0,17.1,20.2,25.1,26.7,26.0,5.0,3.0,3.0,5.0,5.0,20.0,2.0,40.0,2.0,40.0,2.0,360.0,2.0,340.0,3.0,1.2856,87.6,114.0
506,114.0,18.4,22.2,27.0,29.0,21.8,7.0,7.0,7.0,3.0,7.0,0.0,0.0,100.0,1.0,340.0,1.0,310.0,2.0,120.0,6.0,-0.342,108.0,113.8
507,113.8,19.4,25.3,29.4,31.4,30.2,6.0,3.0,2.0,4.0,2.0,160.0,1.0,180.0,1.0,120.0,1.0,40.0,2.0,250.0,1.0,0.866,114.0,83.0
508,83.0,17.1,20.9,24.6,27.9,27.2,3.0,4.0,3.0,2.0,4.0,300.0,2.0,340.0,3.0,310.0,2.0,270.0,1.0,360.0,2.0,-1.5321,113.8,122.0
509,122.0,16.0,21.5,26.2,29.1,27.2,3.0,3.0,2.0,3.0,1.0,320.0,2.0,360.0,1.0,330.0,2.0,300.0,2.0,30.0,5.0,-1.0,83.0,89.8
510,89.8,19.0,20.7,24.0,28.4,27.9,9.0,7.0,5.0,1.0,1.0,40.0,1.0,270.0,2.0,210.0,4.0,220.0,3.0,240.0,2.0,-2.0,122.0,92.8
511,92.8,18.5,19.7,26.1,27.2,26.2,8.0,7.0,7.0,7.0,5.0,250.0,1.0,310.0,1.0,230.0,1.0,240.0,1.0,330.0,2.0,-0.766,89.8,61.6
512,61.6,18.6,19.6,19.4,20.7,20.1,8.0,8.0,7.0,7.0,5.0,10.0,3.0,320.0,3.0,350.0,3.0,340.0,6.0,20.0,4.0,-0.5209,92.8,74.6
513,74.6,12.1,16.7,20.9,22.0,21.4,7.0,7.0,6.0,7.0,5.0,320.0,1.0,160.0,2.0,170.0,1.0,130.0,3.0,180.0,4.0,0.1736,61.6,55.8
514,55.8,16.9,17.7,17.5,22.4,20.9,8.0,7.0,7.0,5.0,3.0,190.0,6.0,180.0,5.0,220.0,3.0,230.0,6.0,240.0,4.0,-1.9284,74.6,59.6
515,59.6,13.3,17.3,16.8,19.0,17.6,3.0,4.0,7.0,5.0,6.0,220.0,4.0,240.0,6.0,250.0,8.0,260.0,9.0,290.0,7.0,-7.5175,55.8,56.4
516,56.4,13.9,18.1,20.9,20.0,17.4,4.0,6.0,6.0,7.0,7.0,250.0,5.0,260.0,6.0,260.0,7.0,240.0,7.0,200.0,4.0,-6.8937,59.6,44.8
517,44.8,18.8,19.6,20.3,21.8,20.6,8.0,8.0,8.0,6.0,7.0,240.0,5.0,240.0,5.0,260.0,5.0,250.0,5.0,220.0,4.0,-4.924,56.4,70.6
518,70.6,17.7,21.3,23.5,23.8,19.9,5.0,5.0,4.0,4.0,3.0,130.0,4.0,190.0,6.0,240.0,7.0,240.0,8.0,240.0,5.0,-6.0622,44.8,62.2
519,62.2,12.5,15.2,19.6,20.9,19.4,6.0,7.0,7.0,4.0,2.0,0.0,0.0,330.0,3.0,200.0,1.0,360.0,2.0,30.0,3.0,-0.342,70.6,62.6
520,62.6,10.5,16.8,21.5,22.6,20.6,0.0,1.0,3.0,4.0,1.0,0.0,0.0,180.0,1.0,250.0,4.0,230.0,5.0,240.0,3.0,-3.7588,62.2,65.8
521,65.8,12.1,18.3,22.6,23.6,20.4,2.0,6.0,6.0,6.0,7.0,170.0,2.0,210.0,5.0,210.0,5.0,220.0,6.0,200.0,4.0,-2.5,62.6,52.0
522,52.0,17.9,17.0,17.1,18.3,18.5,8.0,8.0,8.0,7.0,6.0,220.0,3.0,20.0,3.0,350.0,5.0,40.0,3.0,30.0,2.0,-0.8682,65.8,57.0
523,57.0,12.4,16.0,18.6,17.9,17.8,7.0,7.0,7.0,7.0,4.0,10.0,1.0,10.0,1.0,360.0,3.0,350.0,4.0,10.0,2.0,0.0,52.0,69.0
524,69.0,9.4,16.6,19.4,20.6,18.2,1.0,3.0,4.0,4.0,1.0,220.0,1.0,330.0,3.0,330.0,4.0,350.0,4.0,10.0,4.0,-2.0,57.0,61.0
525,61.0,10.0,16.3,19.2,20.4,18.2,7.0,7.0,7.0,7.0,1.0,0.0,0.0,340.0,3.0,340.0,1.0,320.0,4.0,340.0,4.0,-0.342,69.0,61.0
526,61.0,11.5,15.0,19.0,20.6,18.5,7.0,7.0,8.0,1.0,1.0,0.0,0.0,290.0,1.0,10.0,3.0,20.0,5.0,10.0,5.0,0.5209,61.0,60.2
527,60.2,10.1,14.0,17.7,20.7,18.2,7.0,8.0,8.0,2.0,4.0,0.0,0.0,330.0,1.0,40.0,4.0,40.0,6.0,20.0,4.0,2.5712,61.0,83.8
528,83.8,10.0,16.3,21.4,23.7,21.0,1.0,1.0,1.0,0.0,0.0,80.0,2.0,90.0,5.0,100.0,5.0,90.0,4.0,90.0,3.0,4.924,60.2,90.4
529,90.4,10.4,16.7,22.2,23.9,20.2,4.0,4.0,4.0,3.0,6.0,120.0,2.0,210.0,3.0,270.0,4.0,230.0,5.0,240.0,4.0,-4.0,83.8,60.8
530,60.8,14.6,16.4,18.0,18.3,17.0,7.0,7.0,7.0,7.0,7.0,210.0,3.0,210.0,3.0,220.0,5.0,280.0,6.0,330.0,4.0,-3.2139,90.4,62.6
531,62.6,8.5,14.4,16.8,17.7,15.1,1.0,2.0,4.0,4.0,1.0,250.0,3.0,320.0,5.0,360.0,8.0,10.0,5.0,20.0,4.0,0.0,60.8,74.0
532,74.0,7.6,12.6,17.9,19.7,17.4,7.0,6.0,6.0,1.0,0.0,0.0,0.0,60.0,1.0,80.0,2.0,70.0,2.0,90.0,2.0,1.9696,62.6,82.0
533,82.0,6.5,14.9,20.3,21.4,18.8,1.0,4.0,4.0,6.0,7.0,140.0,1.0,160.0,2.0,110.0,3.0,80.0,2.0,60.0,2.0,2.8191,74.0,98.4
534,98.4,6.4,15.5,23.1,24.4,21.5,2.0,5.0,6.0,7.0,5.0,0.0,0.0,170.0,1.0,180.0,4.0,240.0,4.0,230.0,2.0,0.0,82.0,115.4
535,115.4,8.1,15.0,24.8,27.4,25.5,5.0,1.0,1.0,1.0,1.0,320.0,1.0,0.0,0.0,160.0,2.0,190.0,3.0,250.0,1.0,0.684,98.4,111.4
536,111.4,12.9,21.3,28.2,29.7,26.9,1.0,1.0,1.0,1.0,1.0,0.0,0.0,200.0,3.0,210.0,4.0,200.0,4.0,190.0,1.0,-2.0,115.4,129.0
537,129.0,13.1,22.2,28.9,30.0,26.3,1.0,1.0,1.0,1.0,3.0,170.0,1.0,140.0,2.0,130.0,3.0,110.0,3.0,70.0,3.0,2.2981,111.4,118.6
538,118.6,16.9,21.3,25.4,26.2,22.5,2.0,1.0,1.0,1.0,1.0,40.0,2.0,90.0,4.0,90.0,6.0,110.0,6.0,90.0,4.0,6.0,129.0,106.6
539,106.6,12.6,17.2,23.1,24.9,21.6,6.0,5.0,1.0,3.0,5.0,100.0,2.0,110.0,3.0,120.0,3.0,110.0,1.0,90.0,2.0,2.5981,118.6,111.6
540,111.6,14.6,15.7,22.5,25.0,21.6,7.0,7.0,6.0,1.0,3.0,120.0,2.0,120.0,2.0,140.0,2.0,110.0,2.0,90.0,3.0,1.2856,106.6,128.2
541,128.2,11.4,18.4,23.6,25.0,21.9,2.0,2.0,1.0,1.0,1.0,0.0,0.0,90.0,3.0,70.0,4.0,70.0,5.0,60.0,3.0,3.7588,111.6,121.6
542,121.6,9.0,17.7,24.6,25.8,22.0,1.0,1.0,1.0,3.0,5.0,300.0,1.0,90.0,4.0,100.0,5.0,90.0,4.0,70.0,3.0,4.924,128.2,118.6
543,118.6,9.6,17.4,23.5,27.0,23.0,1.0,1.0,0.0,1.0,1.0,320.0,1.0,100.0,3.0,70.0,3.0,120.0,3.0,70.0,2.0,2.8191,121.6,122.4
544,122.4,9.5,15.9,23.4,25.4,20.9,0.0,0.0,0.0,2.0,2.0,10.0,2.0,20.0,2.0,50.0,2.0,50.0,3.0,20.0,3.0,1.5321,118.6,139.8
545,139.8,8.1,11.6,22.3,24.3,20.3,2.0,4.0,6.0,6.0,3.0,300.0,1.0,310.0,2.0,340.0,2.0,340.0,2.0,20.0,4.0,-0.684,122.4,132.0
546,132.0,13.9,14.1,19.3,23.5,20.5,9.0,7.0,0.0,1.0,2.0,10.0,2.0,350.0,2.0,20.0,2.0,30.0,1.0,40.0,3.0,0.684,139.8,140.8
547,140.8,9.6,13.2,25.9,27.4,23.4,3.0,6.0,4.0,1.0,5.0,340.0,1.0,340.0,2.0,110.0,1.0,300.0,1.0,60.0,2.0,0.9397,132.0,121.8
552,86.4,10.2,11.3,13.8,12.1,10.1,7.0,6.0,5.0,6.0,7.0,240.0,8.0,240.0,7.0,240.0,9.0,240.0,7.0,240.0,7.0,-7.7942,90.0,85.2
553,85.2,7.0,10.0,13.4,13.6,9.6,3.0,8.0,6.0,5.0,6.0,210.0,4.0,230.0,7.0,230.0,11.0,250.0,7.0,260.0,5.0,-8.4265,86.4,89.0
554,89.0,6.9,9.9,13.0,13.5,11.7,5.0,6.0,6.0,6.0,5.0,210.0,4.0,220.0,5.0,240.0,5.0,250.0,6.0,220.0,6.0,-4.3301,85.2,89.4
555,89.4,6.0,10.2,14.2,8.9,9.5,6.0,5.0,5.0,7.0,7.0,270.0,1.0,280.0,3.0,270.0,5.0,310.0,4.0,240.0,1.0,-5.0,89.0,89.4
556,89.4,4.0,9.2,12.5,12.7,9.6,3.0,2.0,4.0,6.0,7.0,260.0,1.0,290.0,1.0,240.0,3.0,140.0,1.0,250.0,5.0,-2.5981,89.4,89.8
557,89.8,4.6,6.8,7.5,11.9,8.1,3.0,6.0,6.0,6.0,5.0,200.0,5.0,240.0,4.0,220.0,2.0,160.0,4.0,360.0,1.0,-1.2856,89.4,59.8
558,59.8,4.8,5.1,5.7,6.5,6.5,8.0,8.0,8.0,8.0,7.0,70.0,3.0,50.0,3.0,350.0,3.0,290.0,4.0,300.0,6.0,-0.5209,89.8,72.4
559,72.4,5.2,5.9,8.1,6.8,6.3,8.0,8.0,7.0,7.0,7.0,310.0,2.0,340.0,2.0,340.0,7.0,20.0,5.0,10.0,7.0,-2.3941,59.8,85.0
563,86.4,3.9,5.0,8.1,8.9,6.8,7.0,6.0,5.0,3.0,6.0,330.0,4.0,280.0,4.0,310.0,7.0,310.0,8.0,270.0,7.0,-5.3623,74.4,80.2
564,80.2,4.3,6.5,8.3,11.1,9.9,8.0,8.0,8.0,6.0,7.0,150.0,4.0,170.0,8.0,160.0,8.0,210.0,7.0,220.0,3.0,2.7362,86.4,75.8
565,75.8,4.1,6.1,7.8,8.3,8.4,8.0,8.0,8.0,7.0,6.0,330.0,11.0,340.0,6.0,330.0,10.0,340.0,12.0,330.0,5.0,-5.0,80.2,91.2
566,91.2,3.9,7.5,9.6,9.1,8.7,3.0,7.0,7.0,7.0,8.0,280.0,4.0,300.0,4.0,340.0,3.0,330.0,4.0,270.0,2.0,-1.0261,75.8,90.8
567,90.8,5.7,8.5,10.7,13.1,12.7,8.0,8.0,8.0,7.0,8.0,160.0,2.0,180.0,6.0,180.0,5.0,220.0,5.0,210.0,5.0,0.0,91.2,94.2
568,94.2,7.8,11.7,13.2,13.4,12.6,7.0,7.0,7.0,7.0,7.0,240.0,1.0,270.0,3.0,280.0,4.0,250.0,4.0,230.0,3.0,-3.9392,90.8,80.4
569,80.4,7.9,13.3,16.7,17.2,16.9,5.0,5.0,4.0,7.0,7.0,170.0,2.0,180.0,5.0,190.0,5.0,180.0,5.0,150.0,4.0,-0.8682,94.2,68.2
570,68.2,8.7,13.7,19.0,19.3,16.6,6.0,7.0,5.0,6.0,8.0,0.0,0.0,150.0,2.0,180.0,5.0,170.0,6.0,250.0,5.0,0.0,80.4,71.0
571,71.0,9.9,12.6,12.0,15.0,14.1,3.0,8.0,8.0,6.0,1.0,190.0,4.0,210.0,7.0,200.0,9.0,240.0,6.0,280.0,6.0,-3.0782,68.2,86.2
572,86.2,9.7,13.3,14.2,15.1,14.0,8.0,8.0,8.0,8.0,3.0,200.0,3.0,230.0,5.0,230.0,6.0,240.0,7.0,240.0,4.0,-4.5963,71.0,94.8
573,94.8,12.4,13.3,12.9,12.4,11.0,8.0,8.0,8.0,8.0,7.0,210.0,5.0,220.0,6.0,210.0,6.0,270.0,6.0,230.0,3.0,-3.0,86.2,86.8
574,86.8,9.0,12.1,11.9,13.5,13.1,8.0,7.0,7.0,6.0,6.0,210.0,2.0,220.0,5.0,210.0,4.0,190.0,3.0,300.0,5.0,-2.0,94.8,85.6
575,85.6,5.3,11.1,13.6,11.7,11.4,2.0,6.0,6.0,7.0,7.0,220.0,1.0,310.0,3.0,300.0,2.0,300.0,6.0,320.0,4.0,-1.7321,86.8,84.6
580,79.4,9.2,9.8,12.7,11.6,10.5,8.0,8.0,7.0,8.0,8.0,350.0,1.0,30.0,3.0,30.0,4.0,360.0,6.0,20.0,5.0,2.0,79.6,84.0
581,84.0,7.1,10.8,11.0,11.8,10.6,3.0,6.0,8.0,7.0,6.0,10.0,3.0,40.0,7.0,30.0,7.0,30.0,9.0,30.0,9.0,3.5,79.4,106.6
582,106.6,7.3,10.2,13.0,14.3,12.8,1.0,1.0,3.0,3.0,2.0,20.0,3.0,20.0,6.0,30.0,7.0,20.0,7.0,360.0,6.0,3.5,84.0,96.0
583,96.0,8.3,13.1,15.6,17.8,16.1,7.0,4.0,2.0,3.0,7.0,290.0,1.0,330.0,6.0,320.0,5.0,310.0,4.0,300.0,5.0,-3.2139,106.6,74.2
584,74.2,10.9,13.1,14.3,14.2,13.8,8.0,8.0,7.0,7.0,8.0,230.0,4.0,240.0,6.0,250.0,6.0,250.0,5.0,230.0,6.0,-5.6382,96.0,105.0
585,105.0,11.6,13.7,17.6,19.6,19.1,7.0,6.0,4.0,2.0,0.0,190.0,3.0,220.0,5.0,210.0,5.0,220.0,6.0,210.0,3.0,-2.5,74.2,115.4
586,115.4,12.0,17.9,23.8,24.3,23.1,6.0,5.0,5.0,7.0,4.0,120.0,2.0,140.0,3.0,140.0,4.0,180.0,6.0,170.0,3.0,2.5712,105.0,106.4
587,106.4,13.3,15.2,19.8,21.3,17.3,6.0,6.0,5.0,7.0,1.0,220.0,4.0,0.0,0.0,310.0,2.0,360.0,3.0,30.0,5.0,-1.5321,115.4,109.8
588,109.8,11.6,19.6,24.2,26.5,24.7,6.0,3.0,5.0,6.0,7.0,310.0,1.0,120.0,2.0,60.0,3.0,130.0,5.0,170.0,3.0,2.5981,106.4,121.8
589,121.8,16.4,22.6,26.0,28.0,24.5,6.0,3.0,2.0,1.0,6.0,350.0,1.0,250.0,1.0,170.0,4.0,170.0,3.0,230.0,5.0,0.6946,109.8,115.4
590,115.4,15.3,21.0,25.1,26.2,22.3,3.0,3.0,2.0,6.0,5.0,240.0,1.0,260.0,1.0,300.0,2.0,300.0,1.0,20.0,4.0,-1.7321,121.8,108.8
591,108.8,13.2,18.6,24.9,22.3,21.7,3.0,4.0,6.0,7.0,4.0,320.0,2.0,30.0,2.0,310.0,1.0,20.0,3.0,10.0,3.0,-0.766,115.4,120.0
592,120.0,12.7,15.4,21.3,24.0,22.6,9.0,6.0,0.0,0.0,2.0,360.0,3.0,330.0,3.0,30.0,4.0,350.0,5.0,360.0,4.0,2.0,108.8,133.8
593,133.8,15.1,19.1,25.5,25.9,22.5,1.0,3.0,0.0,1.0,1.0,70.0,3.0,340.0,3.0,350.0,3.0,340.0,6.0,340.0,4.0,-0.5209,120.0,144.4
594,144.4,11.2,18.6,24.4,25.5,24.0,2.0,0.0,0.0,1.0,0.0,300.0,2.0,340.0,3.0,40.0,4.0,10.0,5.0,10.0,5.0,2.5712,133.8,142.8
595,142.8,11.3,17.2,23.7,24.1,21.1,0.0,1.0,1.0,2.0,3.0,360.0,3.0,50.0,2.0,80.0,4.0,70.0,4.0,20.0,3.0,3.9392,144.4,116.2
596,116.2,12.0,21.4,24.9,25.8,24.5,0.0,1.0,2.0,2.0,2.0,340.0,1.0,100.0,3.0,90.0,5.0,110.0,4.0,80.0,5.0,5.0,142.8,136.6
597,136.6,11.9,22.3,25.3,25.1,23.2,0.0,0.0,3.0,3.0,2.0,300.0,1.0,80.0,4.0,90.0,6.0,60.0,5.0,40.0,6.0,6.0,116.2,145.8
598,145.8,11.6,18.9,23.0,23.4,22.9,0.0,1.0,5.0,5.0,5.0,300.0,2.0,20.0,3.0,30.0,5.0,30.0,6.0,30.0,6.0,2.5,136.6,117.6
599,117.6,12.0,19.5,23.5,22.8,20.0,1.0,1.0,1.0,2.0,6.0,260.0,1.0,330.0,3.0,10.0,7.0,360.0,7.0,350.0,5.0,1.2155,145.8,96.8
600,96.8,11.5,14.8,17.2,18.5,16.9,3.0,3.0,3.0,4.0,4.0,40.0,3.0,60.0,6.0,40.0,6.0,40.0,8.0,40.0,7.0,3.8567,117.6,107.0
601,107.0,10.1,15.4,18.2,18.9,17.2,4.0,2.0,5.0,5.0,4.0,40.0,2.0,30.0,5.0,40.0,6.0,30.0,5.0,20.0,6.0,3.8567,96.8,92.8
602,92.8,12.4,16.0,17.0,18.2,17.3,7.0,4.0,7.0,5.0,1.0,320.0,3.0,10.0,5.0,360.0,7.0,350.0,5.0,10.0,6.0,0.0,107.0,80.8
603,80.8,9.5,13.3,17.5,18.1,17.1,8.0,8.0,6.0,7.0,7.0,280.0,1.0,300.0,3.0,290.0,2.0,320.0,3.0,310.0,3.0,-1.8794,92.8,81.4
604,81.4,11.4,14.4,18.4,16.8,14.0,5.0,8.0,7.0,7.0,7.0,260.0,2.0,280.0,3.0,270.0,4.0,320.0,1.0,340.0,4.0,-4.0,80.8,80.0
605,80.0,10.7,15.0,15.9,14.6,14.2,3.0,5.0,6.0,7.0,7.0,0.0,0.0,260.0,2.0,310.0,2.0,180.0,4.0,30.0,4.0,-1.5321,81.4,86.8
606,86.8,10.1,14.0,18.0,17.0,13.2,4.0,6.0,6.0,5.0,7.0,260.0,1.0,290.0,1.0,290.0,1.0,270.0,4.0,300.0,3.0,-0.9397,80.0,92.2
607,92.2,8.6,14.9,14.1,18.3,14.9,3.0,6.0,7.0,7.0,7.0,180.0,2.0,170.0,5.0,270.0,4.0,200.0,4.0,180.0,1.0,-4.0,86.8,85.0
608,85.0,13.8,17.1,17.0,17.2,15.0,7.0,7.0,8.0,7.0,7.0,90.0,6.0,140.0,5.0,160.0,3.0,140.0,6.0,190.0,6.0,1.0261,92.2,87.2
609,87.2,10.7,16.3,18.0,17.0,16.9,2.0,6.0,6.0,6.0,3.0,140.0,1.0,190.0,5.0,200.0,6.0,230.0,5.0,220.0,6.0,-2.0521,85.0,60.4
610,60.4,11.1,12.5,14.8,16.6,19.8,8.0,8.0,7.0,7.0,7.0,130.0,2.0,80.0,4.0,120.0,5.0,130.0,3.0,160.0,3.0,4.3301,87.2,88.6
611,88.6,14.7,16.5,18.7,19.6,17.2,7.0,6.0,5.0,3.0,6.0,240.0,4.0,230.0,5.0,240.0,5.0,250.0,8.0,220.0,7.0,-4.3301,60.4,95.4
612,95.4,14.3,16.6,18.7,19.2,18.7,2.0,6.0,5.0,6.0,5.0,210.0,4.0,230.0,7.0,240.0,8.0,250.0,7.0,240.0,5.0,-6.9282,88.6,101.4
613,101.4,11.3,17.8,21.2,22.8,21.7,5.0,4.0,6.0,7.0,7.0,0.0,0.0,90.0,2.0,110.0,2.0,100.0,3.0,90.0,3.0,1.8794,95.4,79.6
614,79.6,15.7,17.6,20.8,21.1,22.7,8.0,8.0,8.0,8.0,2.0,140.0,1.0,120.0,3.0,110.0,2.0,100.0,2.0,120.0,2.0,1.8794,101.4,99.0
615,99.0,15.9,18.2,20.8,22.8,19.2,7.0,6.0,6.0,5.0,8.0,250.0,2.0,300.0,3.0,240.0,5.0,240.0,5.0,240.0,6.0,-4.3301,79.6,84.6
616,84.6,12.9,17.1,18.8,19.5,18.1,6.0,7.0,6.0,5.0,7.0,240.0,4.0,240.0,6.0,250.0,7.0,260.0,6.0,250.0,5.0,-6.5778,99.0,79.8
617,79.8,14.2,18.2,18.8,18.3,15.7,6.0,6.0,8.0,8.0,8.0,250.0,3.0,240.0,6.0,220.0,7.0,220.0,8.0,210.0,6.0,-4.4995,84.6,63.0
618,63.0,16.4,17.4,20.4,16.6,16.1,8.0,8.0,7.0,8.0,8.0,220.0,7.0,230.0,7.0,230.0,8.0,220.0,6.0,220.0,5.0,-6.1284,79.8,69.2
